revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
32.85,23.67,5.33,16,225,1,0,0,0,0,0,0
39.13,32,12.67,10,281,1,1,0,0,1,0,0
107.88,57,7.67,16,253,1,1,0,1,1,0,0
85.44,11.33,3,18,181,1,0,0,1,0,0,0
60.24,5,2,8,204,1,0,0,0,1,0,0
15.95,4,0.33,27,444,1,1,0,0,1,0,0
43.25,58,13.33,9,267,1,1,1,0,1,0,0
16.24,23.33,10.67,11,309,1,1,1,1,1,0,0
99.68,48.33,0,17,145,1,1,0,0,0,0,0
95.86,51.33,21,7,212,1,0,0,0,1,0,0
48.95,5,3.33,7,209,1,0,0,0,1,0,0
107.59,127,8,9,180,1,0,0,0,1,0,0
19.66,0.67,0,8,241,1,0,0,0,1,0,0
81.29,28.33,0.67,11,207,1,1,0,0,1,0,0
30,31.67,17.33,41,624,1,0,0,0,1,0,0
36.05,27,5.67,9,250,1,0,0,0,1,0,0
56.17,20.67,1.33,6,183,1,0,0,0,1,0,0
41.85,12.67,5.33,7,118,1,0,0,0,0,0,0
40.99,18,3.33,8,226,1,0,0,0,1,0,0
103.97,8.67,1.67,10,173,1,0,0,0,1,0,0
50.21,63.33,30,11,328,1,1,0,0,1,0,0
30.37,23,15,27,367,1,0,0,0,0,0,0
61.02,34.67,5.67,6,190,1,1,0,0,1,0,0
30.72,0.67,1,7,219,1,0,0,0,1,0,0
55.23,34.67,3,44,479,1,1,0,1,0,0,0
51.28,14.67,0.33,6,184,1,1,0,0,1,0,0
36.97,7.67,6,7,227,1,1,0,1,1,0,0
15.29,0,0,34,512,1,1,0,0,1,0,0
37.73,3,1.33,8,222,1,0,0,0,1,0,0
78.71,9,2,35,356,1,1,0,0,0,0,0
83.78,55.67,18.67,8,224,1,0,0,0,1,0,0
10.7,1.67,1.67,9,262,1,1,0,1,1,0,0
58.69,75,5.67,7,201,1,0,0,0,1,0,0
80.42,10.33,4.67,28,392,1,1,0,1,1,0,0
10.98,16.33,10.67,10,299,1,1,0,1,1,0,0
51.97,50,28,12,225,1,0,0,0,0,0,0
213.57,10,3.67,26,223,1,0,0,0,1,0,0
50.82,97.67,2,7,198,1,1,0,0,1,0,0
43.54,21.67,11.67,9,256,1,0,0,1,1,0,0
60.4,4.33,2,20,322,1,1,0,0,1,0,0
21.99,0,0,8,233,1,1,0,0,1,0,0
37.81,2.33,0,6,195,1,0,0,1,1,0,0
35.31,1.67,0,7,208,1,0,0,1,1,0,0
35.06,10.33,0,7,208,1,1,0,0,1,0,0
89.26,68.33,26.33,9,147,1,0,0,0,0,0,0
35.24,2,0,8,218,1,0,0,0,1,0,0
35.23,5,0,9,228,1,0,0,1,1,0,0
54.52,43.33,13.67,8,238,1,1,0,1,1,0,0
10.16,1,0,9,255,1,1,1,0,1,0,0
50.98,8,11.67,9,246,1,0,1,0,1,0,0
88.26,8,0.33,12,202,1,1,0,0,1,0,0
32.17,3,1,31,462,1,0,0,0,1,0,0
22.97,0,0,29,448,1,0,0,1,1,0,0
45.12,31.67,8.67,34,502,1,0,1,0,1,0,0
66.44,35,6.33,8,202,1,0,0,0,1,0,0
54.69,56.67,20.67,18,259,1,0,0,0,0,0,0
30.7,2.67,0,7,211,1,0,0,1,1,0,0
76.1,27.67,13.33,7,202,1,1,0,1,1,0,0
33.99,22.67,11.67,8,253,1,0,0,0,1,0,0
40.55,0,0,7,200,1,0,0,0,1,0,0
34.99,2.67,2,7,212,1,1,0,0,1,0,0
115.85,93,25,21,339,1,1,0,0,1,0,0
19.2,23,1.33,8,237,1,0,0,0,1,0,0
12.72,12,9.33,10,289,1,0,0,0,1,0,0
76.37,53.33,20.33,7,222,1,1,0,0,1,0,0
173.34,31.67,6,25,259,1,0,0,0,1,0,0
36.36,5,0.67,7,205,1,0,0,0,1,0,0
24.44,17,2,37,533,1,0,0,0,1,0,0
84.44,123,25.67,30,467,1,0,0,1,1,0,0
48.19,4.67,0.67,7,192,1,0,0,0,1,0,0
52.53,7,5,6,190,1,1,0,0,1,0,0
52.81,28.33,5,7,200,1,0,0,0,1,0,0
40.68,0.33,0,7,198,1,0,0,0,1,0,0
28.49,5.33,1.33,26,412,1,1,1,1,1,0,0
93.91,92.33,23,8,220,1,0,0,1,1,0,0
50,2.67,2.33,6,184,1,1,0,1,1,0,0
60.19,7,1,15,262,1,1,0,1,1,0,0
92.05,71.67,32,11,280,1,0,0,0,1,0,0
32.14,19.33,0,31,455,1,1,0,0,1,0,0
36.29,3,0,6,191,1,1,0,0,1,0,0
41.01,89.67,12.33,13,193,1,0,0,0,0,0,0
35.31,0,0,7,202,1,1,0,0,1,0,0
59.55,16,6,22,156,0,1,0,0,1,0,0
123.84,23.33,6.33,16,218,1,1,0,0,1,0,0
53.24,55,9.67,16,202,1,0,0,0,0,0,0
30.26,12.33,1.33,7,211,1,0,0,0,1,0,0
47.76,25.33,6,26,403,1,0,0,0,1,0,0
135.16,28.67,63.67,12,338,1,0,0,0,1,0,0
30.26,15,4.33,8,230,1,1,0,0,1,0,0
47.78,15.33,0.67,14,159,1,0,0,0,0,0,0
30.26,0.67,0,12,258,1,0,0,0,1,0,0
34.31,30,14.33,15,32,0,0,0,0,0,0,0
32.54,11.33,0,7,203,1,1,0,0,1,0,0
48.59,24.67,0.33,38,405,1,0,0,0,0,0,0
16.58,3,0,12,272,1,1,0,0,1,0,0
91.99,59,23,7,208,1,0,0,0,1,0,0
36.61,1,0,7,198,1,1,1,1,1,0,0
33.67,9,1,7,204,1,0,0,1,1,0,0
42.7,60.67,13.33,8,242,1,0,1,0,1,0,0
11.4,21.67,4.67,9,260,1,0,0,1,1,0,0
64.23,4,3,25,363,1,1,0,0,1,0,0
53.39,132.33,44.67,7,212,1,0,0,0,0,0,0
39.48,7,1.67,6,86,1,0,0,0,0,0,0
59.44,0,0,11,111,1,0,0,0,0,0,0
11.63,43.67,7.33,8,257,1,1,0,0,1,0,0
60,16.33,9.33,7,200,1,0,0,1,1,0,0
88.02,75,13.33,8,192,1,1,0,0,1,0,0
62.94,31.33,10.67,11,242,1,0,0,1,1,0,0
76.18,41.67,12.33,7,191,1,1,0,0,1,0,0
34.99,2.67,0.67,6,190,1,1,0,1,1,0,0
33.38,7.67,0.33,10,232,1,0,0,0,1,0,0
35.69,7,0.67,6,189,1,1,0,0,1,0,0
16.7,13.67,2.67,7,226,1,0,0,0,1,0,0
128.06,0,0,24,170,1,0,0,0,0,0,0
107.38,102.67,15.67,8,177,1,0,0,0,1,0,0
41.78,16,4.67,7,204,1,1,0,0,1,0,0
41.36,8,11.33,8,235,1,0,0,0,1,0,0
35.57,2.67,0,6,186,1,1,0,0,1,0,0
31.86,1.33,1.33,6,194,1,1,0,0,1,0,0
14.11,10.67,0.33,8,231,1,1,0,1,1,0,0
39.99,8.33,9,8,229,1,0,1,1,1,0,0
42.78,9.67,4,6,190,1,1,0,0,1,0,0
66.21,133,51.33,19,443,1,1,0,0,1,0,0
61.96,40.33,12.67,13,165,1,0,0,0,0,0,0
51.75,33.33,7.67,7,201,1,1,0,0,1,0,0
10.09,2.67,0,7,223,1,1,0,1,1,0,0
30.26,0,0,7,201,1,1,0,1,1,0,0
12.63,16,6.67,9,261,1,0,0,0,1,0,0
14,25.33,3.67,8,240,1,1,0,0,1,0,0
51.24,0,0,12,127,1,0,0,0,0,0,0
73.04,101.33,44.67,11,331,1,0,0,0,1,0,0
41.28,0,0,28,406,1,1,0,0,1,0,0
49.96,38.33,14.67,9,244,1,0,0,0,1,0,0
60.49,8,4,20,314,1,0,0,0,1,0,0
10,20.33,6.67,9,263,1,1,0,0,1,0,0
10.09,0,0,8,232,1,1,0,0,1,0,0
10.09,0,0,8,232,1,1,0,0,1,0,0
120.96,53,23.67,35,463,1,0,0,0,1,0,0
39.99,7.67,3.33,7,199,1,1,0,0,1,0,0
61.03,68.67,8,20,325,1,0,0,0,1,0,0
157.28,102.33,31,7,52,1,0,0,0,0,0,0
31.14,8.33,4.33,7,211,1,0,0,0,1,0,0
28.67,10.67,3,8,220,1,1,0,0,1,0,0
39.77,7.67,1,6,181,1,1,0,1,1,0,0
82.52,89.33,26.33,8,232,1,1,0,0,1,0,0
41.81,20.67,6,7,204,1,0,0,0,1,0,0
80.18,25.67,0.67,16,136,1,0,0,0,0,0,0
29.99,0.67,0,7,198,1,1,0,0,1,0,0
200.82,53,30.67,9,126,1,0,0,0,1,0,0
29.99,7.33,0.67,18,314,1,0,0,1,1,0,0
87.4,36.33,4.67,44,533,1,1,0,1,1,0,0
80.73,29.33,14,7,185,1,0,0,0,1,0,0
39.86,29.33,3.67,7,198,1,0,0,0,1,0,0
104.52,55.67,13,15,136,1,0,0,0,0,0,0
165.47,61.67,10.67,11,21,1,0,0,0,0,0,0
23.24,0.67,1,10,136,1,0,0,0,0,0,0
115.43,48.67,6.33,14,93,1,0,0,0,0,0,0
50.44,18,6.33,22,156,0,0,0,0,1,0,0
36.79,6.33,5.33,6,195,1,0,0,0,1,0,0
34.75,13,13,8,241,1,1,0,0,1,0,0
46.49,50.33,6,31,252,0,0,0,0,1,0,0
114.08,64.67,4.67,19,243,1,0,0,0,1,0,0
85.58,18.33,0,8,43,1,0,0,0,0,0,0
61.34,3.67,5.67,10,210,1,0,0,0,1,0,0
14.23,13.33,3.67,9,244,1,0,0,0,1,0,0
94.49,12.33,6.33,17,247,1,1,0,1,1,0,0
34.39,8.67,0.67,16,182,1,0,0,0,0,0,0
22.27,7.33,1.33,13,166,1,1,0,0,0,0,0
32.24,11.33,5,15,187,1,0,0,0,0,0,0
34.99,34.67,16.67,9,260,1,0,0,1,1,0,0
64.63,26.67,3.67,10,198,1,1,0,1,1,0,0
20.48,0,0,8,214,1,0,0,0,1,0,0
50.78,12,18,9,246,1,1,0,0,1,0,0
39.99,5.67,0,29,217,0,1,1,1,1,0,0
10.2,38.33,31.33,7,207,1,0,0,0,0,0,0
35.31,16,3.33,7,197,1,1,1,1,1,0,0
61.45,5,0.67,8,68,1,0,0,0,0,0,0
41.21,19.67,5,6,185,1,0,0,0,1,0,0
76.25,66,16.67,8,203,1,0,0,0,1,0,0
15.86,16.33,8.67,10,265,1,1,0,0,1,0,0
31.33,10,2,6,186,1,0,0,0,1,0,0
55.96,5.33,9.33,13,254,1,0,0,0,1,0,0
76.97,56.33,30.33,8,243,1,0,0,0,1,0,0
35.56,1.33,0.33,14,259,1,1,0,0,1,0,0
55.21,8.67,1.33,9,86,1,0,0,0,0,0,0
57.95,50.67,25.33,8,248,1,0,0,0,1,0,0
167.15,54.33,19.33,11,39,1,0,0,0,0,0,0
96.42,25.33,5,21,176,1,0,0,0,0,0,0
74.87,24,8,28,281,1,0,0,0,0,0,0
59.78,4.67,1,12,110,1,0,0,0,0,0,0
42.69,29,32,7,171,1,0,0,0,0,0,0
96.04,73,25,6,184,1,0,0,0,1,0,0
27.85,3,0,6,182,1,1,0,1,1,0,0
67.84,16,8,21,318,1,0,0,0,1,0,0
72.68,10,0,14,113,1,0,0,0,0,0,0
53.24,14.67,9,14,264,1,0,1,1,1,0,0
49.15,38.33,12.33,7,206,1,1,0,0,1,0,0
53.21,11.33,3,29,401,1,1,0,0,1,0,0
50.74,7,0,36,467,1,1,0,1,1,0,0
35.55,31,5.67,7,200,1,1,0,1,1,0,0
31.83,10.67,4.33,7,200,1,1,0,0,1,0,0
177.8,87,18.33,17,84,1,0,0,0,0,0,0
360.59,78,7.33,27,58,1,0,0,0,1,0,0
159.41,30.67,3,17,57,1,0,0,0,0,0,0
37.49,62,16.33,9,250,1,0,0,0,1,0,0
30.87,14,1.33,24,367,1,0,0,0,1,0,0
55.94,73,9,17,290,1,0,0,0,1,0,0
32.76,8.67,0,26,381,1,0,0,0,1,0,0
29.95,2.33,0,7,187,1,1,0,0,1,0,0
62.21,48.67,22.33,8,230,1,1,0,0,1,0,0
66.89,107,35,10,284,1,0,0,0,1,0,0
35.19,59,35.33,7,185,1,0,0,0,0,0,0
44.8,29.67,24,8,253,1,0,0,0,1,0,0
54.24,7.33,1.33,14,236,1,0,0,0,1,0,0
35.54,44.67,12.67,7,218,1,0,0,0,1,0,0
45.48,48.67,10.67,7,201,1,0,0,0,1,0,0
25.45,2,1,6,183,1,1,0,1,1,0,0
47.44,14.33,0.33,15,250,1,0,0,0,1,0,0
16.59,55.33,22,8,174,1,0,0,0,0,0,0
30.29,1,0,25,371,1,1,0,0,1,0,0
86.15,35,6.33,24,319,1,0,0,1,1,0,0
59.5,14.33,12,7,189,1,0,0,0,1,0,0
58.76,24,17.67,7,207,1,1,0,0,1,0,0
11.95,6.33,4,7,216,1,1,0,1,1,0,0
63.55,0,0,13,107,1,0,0,0,0,0,0
101.76,14.67,0,12,55,1,0,0,0,0,0,0
78.25,18.67,1.33,33,405,1,0,1,1,1,0,0
14.37,5,2,7,207,1,1,0,1,1,0,0
35.03,19.67,11,7,211,1,0,0,0,1,0,0
33.44,14.33,3.33,17,293,1,1,0,0,1,0,0
85.78,9,1.33,37,437,1,1,0,0,1,0,0
102.23,84,56,15,357,1,0,0,0,1,0,0
112.05,176.33,67.33,7,195,1,0,0,0,0,0,0
67.78,96,14.33,18,196,1,0,0,0,0,0,0
30.13,25.67,0,9,100,1,0,0,0,0,0,0
29.99,32,23,10,283,1,1,0,0,1,0,0
33.61,19.67,7.67,9,222,1,1,0,0,1,0,0
45.92,231,47.67,12,361,1,1,0,0,1,0,0
88.59,70,6,37,447,1,0,0,1,1,0,0
76.37,8,0.33,9,50,1,0,0,0,0,0,0
30.25,12,3.33,23,61,0,0,0,0,0,0,0
85.63,101.33,70,8,241,1,0,0,0,0,0,0
40.19,22.33,16,8,229,1,1,0,0,1,0,0
41.4,28.33,8,17,296,1,1,1,1,1,0,0
63.52,27.33,1.67,29,377,1,1,0,1,1,0,0
94.9,42.33,12.67,12,200,1,1,0,0,1,0,0
48.86,113,60.67,9,262,1,0,0,0,0,0,0
82.99,8.33,1,7,125,1,1,0,0,1,0,0
120.03,49.67,1,11,126,1,1,0,1,1,0,0
191.91,184.33,15.33,36,247,1,0,0,0,0,0,0
30.28,2.33,0,25,365,1,1,0,0,1,0,0
40.73,0,0,7,167,1,1,0,1,1,0,0
51.86,5.33,1,7,55,1,0,0,0,0,0,0
34.99,6,7,6,184,1,1,0,0,1,0,0
62.51,26,4,9,176,1,0,0,0,1,0,0
12.97,20.67,7.67,7,220,1,0,0,0,1,0,0
42.17,11.33,1.67,13,232,1,1,0,1,1,0,0
46.73,19,4,13,234,1,0,0,0,1,0,0
43.49,42,24,9,256,1,0,0,0,1,0,0
49.99,58.67,10,11,227,1,0,0,0,1,0,0
67.85,74.67,9.67,9,83,1,0,0,0,0,0,0
35.98,35.67,11.33,7,204,1,0,0,0,1,0,0
53.99,9,4,10,90,1,0,0,0,0,0,0
73.68,26,17,13,139,1,0,0,0,0,0,0
10.16,38,9,9,245,1,1,0,1,1,0,0
73.54,5.67,0,7,25,1,1,0,1,0,0,0
50.24,36.67,9.33,6,171,1,0,0,0,1,0,0
10,7.67,2.67,7,102,1,0,0,0,0,0,0
126,12.67,0.33,11,10,1,0,0,0,0,0,0
16.06,44.67,64.67,17,490,1,1,0,0,1,0,0
32.83,9.33,9.67,16,294,1,0,0,0,1,0,0
30.09,7.33,1,33,344,1,1,0,0,0,0,0
30.51,11,18,6,115,1,0,0,0,0,0,0
42.89,2.33,0,58,495,0,0,0,0,1,0,0
112.4,176.67,48,16,323,1,1,0,0,1,0,0
97.32,24,18.67,7,54,1,1,0,0,0,0,0
36.65,12,4,34,458,1,1,0,1,1,0,0
70.36,70,22,7,196,1,0,0,0,1,0,0
10.92,8.33,6,7,212,1,1,0,1,1,0,0
62.26,6,0.33,10,67,1,0,0,0,0,0,0
38.43,30,16.33,7,213,1,0,0,0,1,0,0
2.9,0,0,13,264,1,0,0,0,1,0,0
79.31,53.33,11.33,13,215,1,0,0,1,1,0,0
97.01,115.33,32,6,186,1,0,0,0,1,0,0
14.25,44.33,17.67,8,253,1,1,1,1,1,0,0
30.77,11,3,35,470,1,0,0,0,1,0,0
49.06,44.33,19.33,15,189,1,0,0,0,0,0,0
34.99,4,0.67,45,458,1,0,0,0,0,0,0
96.01,98.33,66.67,7,198,1,0,0,0,0,0,0
49.27,10,14,7,191,1,1,0,0,1,0,0
30.49,6.33,1.33,16,73,0,0,0,0,1,0,0
50.52,54,19,24,278,1,0,0,0,0,0,0
15.39,62.67,0.67,37,498,1,1,0,1,1,0,0
20.17,90,23.33,9,271,1,0,0,0,1,0,0
45.65,23,30.67,8,255,1,0,0,0,1,0,0
29.99,0,0,9,189,1,1,1,1,1,0,0
96.46,37,4,18,222,1,1,0,1,1,0,0
82.29,0,0,12,163,1,1,0,0,1,0,0
79.94,29.67,7,7,32,1,0,0,0,0,0,0
80.42,68,19.67,36,473,1,0,0,0,1,0,0
79.03,99.67,16,22,318,1,1,1,0,1,0,0
50.09,110.67,55.33,19,335,1,0,0,0,0,0,0
48.09,9,0,13,209,1,0,0,1,1,0,0
10,11.67,5.67,8,215,1,1,0,1,1,0,0
26.86,6.67,4.33,25,368,1,1,0,1,1,0,0
38.15,34.33,15,6,191,1,0,0,0,1,0,0
65.49,1.67,0,7,23,1,0,0,1,0,0,0
68.99,34,29.33,7,211,1,1,0,0,1,0,0
75.48,9.33,0,19,136,1,0,0,0,0,0,0
54.51,32.33,1.67,23,308,1,0,0,1,1,0,0
67.19,119.33,22.33,16,181,1,0,0,0,0,0,0
56.81,22.67,8,12,210,1,0,0,1,1,0,0
40.35,20,8,13,135,1,0,0,0,0,0,0
88.07,33.67,1.33,20,238,1,0,0,0,1,0,0
84.89,40,41,9,248,1,0,0,0,1,0,0
131.67,24.67,3.67,31,311,1,0,0,0,1,0,0
68.49,11.33,7.67,13,205,1,0,0,0,1,0,0
160.2,33.67,15.67,23,233,1,1,0,0,1,0,0
51.59,8.67,14.33,23,347,1,1,0,0,1,0,0
47.19,23.33,1,35,332,1,0,0,0,0,0,0
19.35,21.67,10.67,7,204,1,1,0,1,1,0,0
29.99,0,0,13,29,0,1,0,1,1,0,0
38.71,11,0.33,37,462,1,1,0,0,1,0,0
35.11,28,10,36,382,1,0,0,0,0,0,0
18.45,0,0,7,69,1,0,0,0,0,0,0
91.11,0,0,30,331,1,1,0,0,1,0,0
139.63,103,41,15,54,0,0,0,0,1,0,0
71.09,38,7.33,22,292,1,0,0,0,1,0,0
72.42,35,13.67,6,41,1,0,0,0,0,0,0
56.77,33.67,9.33,12,107,1,0,0,0,0,0,0
34.75,8.33,14.67,7,198,1,0,0,0,1,0,0
68.58,69,28,22,357,1,0,0,1,1,0,0
10,1,0.67,7,182,1,1,0,0,1,0,0
39.45,75,5.67,15,248,1,1,0,0,1,0,0
90.04,24.67,4,18,116,1,0,0,0,0,0,0
10.1,8.67,3.67,7,190,1,1,0,1,1,0,0
113.27,44.67,8.67,18,104,1,0,0,0,0,0,0
30.22,9.67,1.33,25,347,1,0,0,1,1,0,0
109.97,25,6.33,16,182,1,0,0,0,1,0,0
42.49,1,1,21,291,1,1,0,0,1,0,0
61.64,27.67,6.67,12,91,1,0,0,0,0,0,0
43.39,21,1,20,176,1,0,0,0,0,0,0
47.25,21,10,7,167,1,0,0,0,1,0,0
19.09,3,2,12,122,1,1,0,0,0,0,0
49.99,8,1.67,37,449,1,0,0,1,1,0,0
68.18,53.33,9.33,14,214,1,0,0,0,1,0,0
11.24,8,0.33,12,125,1,0,0,0,0,0,0
81.34,14.33,6.67,10,47,1,0,0,0,0,0,0
52.57,56.67,24.67,8,215,1,0,0,0,1,0,0
43.59,42.33,15,7,185,1,1,0,1,1,0,0
35.31,52.33,18.67,7,205,1,1,0,0,1,0,0
34,0.33,0,32,306,1,0,0,0,0,0,0
93.55,37.33,14.33,10,56,1,0,0,0,0,0,0
30.99,15.33,3.33,34,339,1,0,0,0,0,0,0
82.9,37,21,24,335,1,0,0,0,1,0,0
122.78,15.67,0.33,23,218,1,1,0,0,1,0,0
68.41,10.67,8,24,208,1,0,0,0,0,0,0
38.92,1.33,0,24,215,1,0,0,0,0,0,0
47.59,63,23.33,7,203,1,0,0,0,1,0,0
115.47,61,51.67,15,195,1,0,0,0,0,0,0
87.18,47,6.67,7,6,1,0,0,0,0,0,0
30.27,4.33,0.33,21,193,1,0,0,0,0,0,0
78.76,30.67,7.67,26,317,1,1,1,1,1,0,0
159.02,130.33,88.67,10,310,1,1,0,0,1,0,0
77.07,50,5,18,227,1,0,0,0,1,0,0
107.04,28.67,3.33,14,45,1,0,0,0,0,0,0
35.41,176.33,23.33,7,214,1,1,0,0,1,0,0
190.24,85,10.67,13,69,1,0,0,0,1,0,0
52.21,83.33,42.67,9,275,1,1,0,1,1,0,0
78.65,247.33,70.67,12,362,1,1,0,1,1,0,0
51.53,2.67,0,16,218,1,1,0,1,1,0,0
16.63,25.67,12,7,199,1,0,0,0,1,0,0
54.28,2,0.67,8,31,1,0,0,0,0,0,0
121.71,23,1.67,11,94,1,1,0,0,1,0,0
53.14,110,76,9,271,1,0,0,0,0,0,0
110.37,77.67,3,27,173,1,0,0,0,0,0,0
54.19,6.33,1,14,196,1,1,0,0,1,0,0
65.54,40.33,14.33,17,255,1,0,0,1,1,0,0
34.99,6.33,2.33,18,262,1,0,0,0,1,0,0
61.5,79.67,26,7,191,1,0,1,0,1,0,0
98.18,40.67,22.33,11,78,1,0,0,0,0,0,0
67.68,31,1,19,232,1,1,0,0,1,0,0
72.96,34,4,10,39,1,0,0,0,0,0,0
51.76,42.67,19.33,9,98,1,0,0,0,0,0,0
73.74,21.67,1,17,204,1,1,0,0,1,0,0
51.72,44.33,11,10,83,1,0,0,0,0,0,0
112.94,191,61.67,21,284,1,0,0,0,0,0,0
28.78,12.67,0,14,115,1,0,0,0,0,0,0
106.91,66,17,46,413,1,0,0,0,0,0,0
30,1,0.33,52,611,1,1,0,1,1,0,0
34.99,21.33,4.33,23,316,1,1,0,0,1,0,0
116.04,33.67,0.33,37,360,1,0,0,0,1,0,0
32.56,9,0,21,284,1,0,0,0,1,0,0
78.74,38.33,0,28,306,1,1,0,0,1,0,0
30,10.67,4,23,319,1,1,0,1,1,0,0
41.59,66.67,42.33,38,475,1,0,0,0,0,0,0
39.68,6.33,1,21,175,1,0,0,0,0,0,0
73.45,28.33,3,44,485,1,1,0,1,1,0,0
60.53,0.33,0,17,210,1,1,0,0,1,0,0
101.91,43.33,6,16,70,1,0,0,0,0,0,0
65.57,5.67,4,24,289,1,0,0,0,1,0,0
75.49,72.33,7.67,21,258,1,1,0,0,1,0,0
107.94,53.33,8.67,14,153,1,1,0,0,1,0,0
68.52,0,0,8,107,1,0,0,0,1,0,0
54.21,29.67,8.33,11,76,1,0,0,0,0,0,0
47.3,8,3.67,11,69,1,1,0,0,0,0,0
70.22,48.33,19.67,38,475,1,0,0,0,1,0,0
53.82,64,36.33,7,222,1,1,0,0,1,0,0
90.04,0,0,21,217,1,0,0,0,1,0,0
34.99,30,0,25,318,1,0,0,0,1,0,0
60.98,20.67,6,9,142,1,1,0,1,1,0,0
39.27,16,3.67,7,35,1,0,0,0,0,0,0
86.42,49.33,2.67,11,22,1,0,0,0,0,0,0
37.82,14.33,3.67,26,233,1,0,0,0,0,0,0
2.45,0,0,59,512,0,1,0,0,1,0,0
55.17,77,35,7,215,1,0,0,0,1,0,0
75.64,40.33,43.67,20,251,1,0,0,0,0,0,0
45.72,13.67,29.33,7,208,1,1,0,0,1,0,0
31.34,16.67,21,7,198,1,0,0,0,1,0,0
45.01,60.67,66,13,382,1,1,0,0,1,0,0
124.81,90.33,32,12,78,1,0,0,0,0,0,0
195.91,37.33,5.33,20,105,1,0,0,1,1,0,0
185.41,85.67,31,21,102,1,0,0,0,0,0,0
11.55,7.33,2.67,13,122,1,0,0,0,0,0,0
80.64,46,16,18,139,1,0,0,0,0,0,0
83.71,63.33,4.67,29,22,0,0,0,0,0,0,0
87.06,19.67,2,29,306,1,0,0,0,1,0,0
43.04,14,1,7,20,1,0,0,0,0,0,0
30.79,5.33,4,20,280,1,1,0,1,1,0,0
76.88,71,4.33,22,251,1,0,0,0,1,0,0
131.08,210.33,34,22,179,1,0,0,0,0,0,0
43.08,76,12,23,321,1,0,0,0,1,0,0
79.98,13.67,0,20,110,1,0,0,0,0,0,0
50.45,43,21.67,12,125,1,0,0,0,0,0,0
42.54,0.67,0,13,180,1,1,0,0,1,0,0
50.53,4.33,1.67,20,146,1,0,0,0,0,0,0
96.84,3.67,0,17,59,1,0,0,0,0,0,0
40.09,106,28,7,205,1,0,0,1,1,0,0
54.6,45,12,33,410,1,1,0,0,1,0,0
36.48,9,0,13,83,1,0,0,0,0,0,0
80.96,15.67,0.67,28,192,1,0,0,0,0,0,0
84.99,12.33,6.67,37,401,1,1,0,1,1,0,0
59.83,8.67,1.33,12,153,1,0,0,0,1,0,0
89.8,30,6.67,41,334,1,0,0,0,0,0,0
29.99,9,0,20,161,1,0,0,1,0,0,0
55.87,72.67,1.33,7,2,1,0,0,0,0,0,0
31.24,19.67,7.33,10,78,1,0,0,0,0,0,0
84.38,52.33,17.33,17,123,1,0,0,0,0,0,0
52.7,51.67,5,18,130,1,0,0,0,0,0,0
57.07,2.67,0,13,58,1,0,0,0,0,0,0
45.07,118.33,42,9,260,1,0,0,0,1,0,0
43.88,44.33,28.67,7,200,1,1,0,0,1,0,0
54.73,3.33,0.67,29,228,1,0,0,0,0,0,0
55.4,4.33,1,21,145,1,0,0,0,0,0,0
45.4,11.67,2,14,189,1,0,0,1,1,0,0
171.45,57.33,11.67,31,257,1,1,0,0,1,0,0
34.17,0.33,0,15,205,1,1,0,1,1,0,0
158,77.33,15,13,95,1,1,0,0,1,0,0
111.36,137,40.67,17,162,1,0,0,0,0,0,0
70.98,39.67,2.33,33,358,1,1,1,1,1,0,0
51.17,21,5.67,10,151,1,1,0,1,1,0,0
41.52,9.33,5,15,211,1,0,0,0,1,0,0
32.3,19.33,2.33,25,316,1,1,0,1,1,0,0
86.57,45.67,25.67,36,339,1,1,0,0,0,0,0
91.15,33.67,7.33,48,505,1,0,0,1,1,0,0
187.64,199.67,21.33,14,90,1,0,0,0,1,0,0
11.5,0,0,31,393,1,1,0,0,1,0,0
38.51,28.67,2.67,19,247,1,1,0,0,1,0,0
52.11,28.67,7.67,12,72,1,0,0,0,0,0,0
67.3,11,2.67,40,433,1,0,0,1,1,0,0
52.64,16,1,18,113,1,1,0,0,0,0,0
77.21,48,2,21,223,1,1,0,1,1,0,0
21.87,1,0,29,257,1,0,0,0,0,0,0
19.72,8.33,5.67,42,514,1,1,0,0,1,0,0
71.72,20.67,24.33,23,317,1,0,0,1,1,0,0
93.8,35,5.67,14,40,1,0,0,0,0,0,0
50.86,45.33,11,12,185,1,0,0,0,1,0,0
54.89,2.67,0,17,199,1,0,0,0,1,0,0
41.46,13.33,0.33,34,288,1,0,0,0,0,0,0
33.21,10,4.67,18,247,1,1,0,0,1,0,0
36.81,32.33,35.67,7,223,1,0,0,0,1,0,0
30,4.33,4.33,29,363,1,0,0,0,1,0,0
71.55,24.33,8.67,35,393,1,0,0,0,1,0,0
71.12,32.33,6,27,302,1,1,0,1,1,0,0
39.99,11,9.33,21,181,1,0,0,0,0,0,0
46.27,100.33,40.33,7,226,1,1,0,0,1,0,0
63.3,47,1,42,450,1,0,0,0,1,0,0
187.12,92,3,22,11,1,0,0,0,0,0,0
92.95,50.67,22,33,388,1,1,0,0,1,0,0
152.78,0,0,25,70,1,0,0,0,0,0,0
38.16,19.67,2,7,14,1,0,0,0,0,0,0
59.47,40,15,9,51,1,0,0,0,0,0,0
175.79,80.67,17,20,147,1,1,0,0,1,0,0
51.62,8.33,2.33,22,258,1,0,0,0,1,0,0
